Drying_days,roaster_time,roaster_temperature,coca_melting_temperature,coca_melting_time,coca_melting_rotate_speed,Sugar_Mixer_temperature,Sugar_Mixer_rotate_speed,Sugar_Mixer_time,Conching_time,conching_temperature,conching_rotate_speed,pump1_temperature,pump1_pressure,pump1_Flow_rate,melting_tank_temperature,melting_tank_time,pump2_temperature,pump2_pressure,pump2_Flow_rate,tempering_machine_temperature,tempering_machine_time,tempering_machine_rotate_speed,pump3_temperature,pump3_pressure,pump3_Flow_rate,moulding_machine_temperature,moulding_machine_time,sweetness,color,hardness,glossiness,shape,bitterness,passed,roaster_failure,Cocoa_Butter_Melting_Tank_failure,Sugar_Mixer_failure,Conching_failure,Pump1_failure,Melting_Tank_failure,Pump2_failure,Tempering_Machine_failure,Pump3_failure,moulding_machine_failure,
3,59,120,47,37,47,46,439,29,211,55,55,66,59,31,48,29,55,65,31,48,41,39,59,62,31,8,28,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,60,119,50,35,50,47,448,30,275,66,51,56,56,32,47,30,60,62,32,50,45,41,61,65,32,9,30,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,61,120,46,31,46,45,448,29,190,52,67,55,65,30,45,28,52,74,30,47,39,39,60,60,30,7,27,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,60,121,50,32,50,47,371,30,266,64,50,61,54,32,49,30,60,74,32,50,45,40,58,65,32,9,30,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,58,120,52,38,52,48,412,31,311,72,54,62,74,33,51,31,63,65,33,51,47,40,60,67,33,10,31,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,
6,60,119,55,37,55,49,439,30,352,79,52,60,71,34,45,32,68,77,34,53,52,37,58,70,34,11,33,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,
4,60,120,53,37,53,48,396,29,332,75,70,65,67,33,52,31,65,72,33,52,49,40,63,68,33,10,32,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
3,60,120,54,30,54,48,447,30,345,77,63,65,61,34,46,31,67,77,33,53,50,39,59,69,33,10,33,2,3,3,4,4,2,1,0,0,1,0,0,0,0,0,0,0,
5,60,120,51,38,51,47,404,30,283,67,59,61,63,32,47,30,61,69,32,50,46,40,63,66,32,9,30,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,58,119,55,39,55,49,361,30,354,79,58,62,69,34,48,32,69,74,34,54,52,40,58,70,34,11,34,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
2,61,120,54,37,54,49,364,29,351,78,65,70,54,34,50,32,68,66,34,53,52,39,56,70,34,11,33,3,3,3,3,4,1,1,0,0,0,0,0,0,0,0,0,0,
5,60,123,53,39,53,48,364,30,331,75,66,62,69,33,54,31,65,67,33,52,49,38,57,68,33,10,32,2,3,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,
3,58,121,46,30,46,46,440,33,198,53,65,62,72,30,52,29,54,72,31,47,40,39,60,61,31,8,27,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,60,118,51,25,51,47,418,31,297,69,70,58,78,33,46,30,62,67,32,51,47,37,59,66,32,9,31,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
4,60,120,53,33,53,48,427,28,323,74,53,58,62,33,51,31,64,70,33,52,48,41,64,67,33,10,32,3,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
3,62,121,50,28,50,47,413,30,263,64,57,67,58,32,49,30,60,72,32,50,45,36,57,65,32,9,30,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,61,121,51,27,51,47,411,31,290,68,60,67,75,32,48,30,61,66,32,51,46,39,60,66,32,9,31,2,3,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,
2,60,120,53,29,53,48,413,31,332,75,66,56,68,33,54,31,65,65,33,52,49,44,63,68,33,10,32,1,3,3,3,4,1,1,0,0,1,0,0,0,0,1,0,0,
6,59,120,49,29,49,47,378,30,253,62,61,67,78,32,48,30,59,76,32,50,44,40,59,64,32,9,30,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,59,121,50,33,50,47,443,30,278,66,66,69,62,32,45,30,61,70,32,50,45,39,60,65,32,9,30,3,3,3,3,2,3,1,0,1,0,1,1,1,0,1,0,0,
4,60,121,47,35,47,46,356,31,210,55,61,60,63,31,48,29,55,72,31,48,41,36,62,62,31,8,28,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,59,120,52,35,52,48,353,31,313,72,69,61,72,33,50,31,63,69,33,51,48,38,64,67,33,10,31,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,
4,59,123,51,40,51,47,425,30,292,69,68,60,67,32,47,30,62,71,32,51,46,44,62,66,32,9,31,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,
3,60,121,46,35,46,46,445,33,198,53,55,64,72,30,55,29,54,72,31,47,40,42,59,61,31,8,27,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,59,119,52,27,52,48,402,31,313,72,54,52,65,33,54,31,63,66,33,51,48,39,62,67,33,10,31,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
4,60,120,51,29,51,47,356,29,283,67,67,62,77,32,45,30,61,71,32,50,46,44,63,66,32,9,30,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,62,141,54,26,54,48,405,30,340,77,68,64,72,34,48,31,66,69,33,52,50,42,61,69,33,10,32,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
4,61,140,46,29,46,46,363,31,199,53,55,57,80,30,48,29,54,70,31,48,40,40,65,61,31,8,28,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,62,141,46,36,46,46,395,31,196,53,59,70,51,30,55,29,53,74,31,47,40,40,57,61,31,8,27,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,60,142,45,30,45,45,419,29,184,51,56,61,56,30,47,28,50,69,30,46,37,43,59,59,30,7,26,3,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,58,139,50,38,50,47,363,29,278,66,62,59,68,32,52,30,61,74,32,50,45,40,59,65,32,9,30,2,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,60,141,47,38,47,46,440,32,222,57,61,65,55,31,55,29,56,69,31,49,42,37,63,63,31,8,29,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,61,140,51,27,51,47,396,30,291,69,69,61,60,32,49,30,62,62,32,51,46,41,55,66,32,9,31,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,60,139,46,28,46,45,382,30,190,52,60,53,52,30,47,28,52,66,30,47,39,41,56,60,30,7,27,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
6,60,140,45,33,45,45,404,28,182,50,51,51,56,30,53,28,49,64,30,46,36,38,60,58,30,7,26,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,60,140,52,35,52,47,394,30,299,70,66,67,78,33,46,30,62,64,32,51,47,39,61,66,32,9,31,3,3,3,3,2,3,1,0,1,0,1,1,1,0,1,0,0,
5,60,143,54,35,54,48,375,31,337,76,62,67,74,33,52,31,66,68,33,52,50,38,60,68,33,10,32,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,
4,62,140,51,30,51,47,435,29,284,67,57,60,52,32,53,30,61,70,32,50,46,41,61,66,32,9,30,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
4,62,140,45,36,45,45,351,31,182,50,53,62,52,30,49,28,49,71,30,46,36,38,58,58,30,7,26,3,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,61,139,55,34,55,49,414,30,356,79,68,60,79,34,47,32,70,72,34,54,53,41,60,71,34,11,34,2,3,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,
5,62,141,50,28,50,47,408,29,269,65,56,52,55,32,49,30,60,73,32,50,45,39,58,65,32,9,30,2,2,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,60,140,51,26,51,47,441,29,289,68,59,64,55,32,52,30,61,74,32,51,46,37,59,66,32,9,31,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
3,59,138,52,26,52,48,421,31,314,72,69,54,53,33,50,31,63,70,33,51,48,38,65,67,33,10,31,2,3,3,4,4,2,1,0,0,1,0,0,0,0,0,0,0,
4,62,140,45,38,45,44,386,31,180,50,59,69,59,30,50,27,43,64,29,43,31,38,64,55,29,6,23,2,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
6,61,140,45,26,45,45,356,31,182,50,65,56,66,30,53,28,49,71,30,45,36,41,58,58,30,7,25,3,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
4,59,141,48,35,48,46,406,30,229,58,68,67,56,31,49,29,57,72,31,49,43,41,62,63,31,8,29,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,60,139,51,37,51,47,359,30,284,67,67,56,53,32,51,30,61,72,32,50,46,42,60,66,32,9,30,3,3,3,2,3,2,1,0,1,0,1,0,1,0,1,0,1,
4,60,141,51,25,51,47,365,31,293,69,55,66,57,33,49,30,62,69,32,51,46,40,62,66,32,9,31,3,3,3,2,2,3,1,0,1,0,1,1,1,1,1,0,1,
3,60,140,47,33,47,46,445,30,223,57,51,67,74,31,49,29,56,63,31,49,42,37,63,63,31,8,29,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,61,140,47,27,47,46,415,31,209,55,55,63,76,31,50,29,55,66,31,48,41,41,59,62,31,8,28,2,2,2,3,1,4,1,1,1,1,1,1,1,1,1,0,1,
2,61,140,48,31,48,46,372,30,231,58,50,54,73,31,47,29,57,67,31,49,43,39,61,63,31,8,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,60,140,48,36,48,46,371,29,226,58,68,59,78,31,53,29,57,68,31,49,42,41,58,63,31,8,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,61,140,50,33,50,47,400,29,274,66,54,52,63,32,50,30,60,63,32,50,45,37,60,65,32,9,30,2,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,60,139,46,27,46,45,406,30,191,52,70,57,79,30,47,28,52,69,30,47,39,40,61,60,30,7,27,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,60,140,51,28,51,47,402,32,287,68,65,58,56,32,46,30,61,67,32,50,46,37,59,66,32,9,30,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,
4,58,140,46,32,46,46,378,30,197,53,61,52,56,30,54,29,53,69,31,47,40,39,61,61,31,8,27,4,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,60,142,48,34,48,46,425,30,227,58,70,62,57,31,48,29,57,63,31,49,42,43,58,63,31,8,29,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,61,138,49,30,49,47,392,30,243,61,66,59,76,31,49,30,58,76,32,49,43,35,60,64,32,9,29,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,60,141,49,31,49,47,396,33,252,62,54,62,77,32,47,30,59,68,32,50,44,39,60,64,32,9,30,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,61,140,47,28,47,46,386,30,214,56,59,63,58,31,50,29,56,76,31,48,41,40,59,62,31,8,28,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
6,58,139,52,35,52,47,363,30,301,70,61,61,62,33,50,30,62,69,32,51,47,40,58,66,32,9,31,3,3,3,2,3,3,1,0,1,0,1,0,1,0,1,0,1,
4,60,138,53,35,53,48,387,30,324,74,50,63,74,33,51,31,64,69,33,52,48,41,59,68,33,10,32,3,3,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,
5,61,139,48,27,48,46,405,30,233,59,65,68,51,31,50,29,57,74,31,49,43,42,59,63,31,8,29,3,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
3,62,141,53,38,53,48,389,30,322,74,68,56,73,33,45,31,64,74,33,52,48,38,65,67,33,10,32,3,3,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,
3,61,142,49,38,49,47,411,31,260,63,57,69,75,32,46,30,59,73,32,50,44,38,62,65,32,9,30,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
6,61,139,51,36,51,47,427,31,287,68,56,63,71,32,52,30,61,76,32,50,46,39,62,66,32,9,30,2,3,3,3,2,3,1,0,1,1,1,1,1,0,1,0,0,
4,58,140,45,27,45,45,419,29,188,51,67,70,72,30,46,28,52,73,30,47,38,38,60,60,30,7,27,4,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,60,141,49,32,49,47,382,31,250,62,59,65,59,32,53,30,59,71,32,49,44,43,58,64,32,9,29,2,2,2,4,2,3,1,0,1,1,1,1,1,0,1,0,1,
5,59,142,55,27,55,49,373,30,359,80,68,52,59,34,54,32,72,69,34,55,55,40,61,72,34,11,35,3,4,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,
5,61,141,52,26,52,47,436,29,300,70,63,65,72,33,50,30,62,70,32,51,47,37,60,66,32,9,31,2,3,3,3,3,3,1,0,0,1,0,0,0,0,1,0,0,
4,59,141,52,37,52,48,356,30,308,71,61,61,77,33,48,31,63,70,33,51,47,38,63,67,33,10,31,2,3,3,2,4,3,1,0,0,1,0,0,0,0,1,0,1,
6,60,140,45,29,45,45,368,31,182,50,52,50,53,30,55,28,49,79,30,45,36,40,61,58,30,7,25,2,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,60,141,50,40,50,47,424,31,263,64,56,66,63,32,48,30,60,71,32,50,45,36,58,65,32,9,30,3,2,2,5,2,3,1,0,0,1,0,1,1,0,1,0,0,
5,60,140,52,25,52,47,406,31,298,70,68,64,72,33,50,30,62,74,32,51,47,39,61,66,32,9,31,2,3,3,4,2,3,1,0,0,1,0,1,0,0,1,0,0,
5,59,140,54,27,54,48,428,29,336,76,57,50,71,33,50,31,66,68,33,52,49,40,63,68,33,10,32,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,
5,59,141,53,34,53,48,419,31,315,73,56,66,70,33,47,31,63,70,33,51,48,45,64,67,33,10,31,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,
3,61,143,49,34,49,47,442,29,258,63,67,50,71,32,51,30,59,74,32,50,44,43,60,64,32,9,30,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,61,141,50,34,50,47,393,29,271,65,67,58,61,32,46,30,60,70,32,50,45,39,56,65,32,9,30,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
3,60,140,51,30,51,47,434,29,289,68,55,55,75,32,47,30,61,72,32,51,46,38,58,66,32,9,31,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,59,140,49,37,49,47,403,31,250,62,62,68,58,32,46,30,59,71,32,49,44,40,61,64,32,9,29,2,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,60,140,50,27,50,47,377,31,268,65,55,60,63,32,46,30,60,71,32,50,45,41,59,65,32,9,30,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,61,139,48,40,48,46,421,30,229,58,63,55,65,31,50,29,57,71,31,49,43,39,59,63,31,8,29,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,61,140,46,26,46,46,388,31,199,53,54,66,50,30,47,29,54,68,31,47,40,39,62,61,31,8,27,2,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,60,139,52,28,52,48,445,29,310,72,56,58,54,33,49,31,63,74,33,51,47,41,57,67,33,10,31,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
6,59,140,52,29,52,48,426,29,314,72,63,68,72,33,52,31,63,69,33,51,48,40,63,67,33,10,31,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,
3,59,141,54,39,54,49,354,31,349,78,53,69,78,34,48,32,68,71,34,53,51,37,61,70,34,11,33,2,3,3,4,4,2,1,0,0,1,0,0,0,0,0,0,0,
3,60,140,48,36,48,46,362,31,227,58,51,65,62,31,50,29,57,70,31,49,42,42,60,63,31,8,29,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,58,139,51,33,51,47,409,29,283,67,57,53,60,32,52,30,61,75,32,50,46,41,58,66,32,9,30,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,60,140,52,37,52,47,409,29,299,70,58,51,51,33,49,30,62,62,32,51,47,41,62,66,32,9,31,2,3,3,3,3,2,1,0,0,1,0,0,0,0,1,0,0,
2,59,140,45,34,45,45,405,31,184,51,51,54,71,30,45,28,50,72,30,46,37,41,62,59,30,7,26,3,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,60,140,55,32,55,49,436,31,352,79,58,51,61,34,50,32,68,65,34,53,52,40,62,70,34,11,33,2,3,3,5,4,2,1,0,0,1,0,0,0,0,0,0,0,
4,60,143,48,37,48,46,403,30,226,58,66,61,62,31,47,29,57,63,31,49,42,42,58,63,31,8,29,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,60,139,53,36,53,48,439,30,318,73,58,70,74,33,53,31,64,62,33,51,48,42,64,67,33,10,31,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
2,60,140,54,32,54,48,434,31,343,77,69,65,52,34,51,31,66,67,33,53,50,44,64,69,33,10,33,2,3,3,5,4,2,1,0,0,1,0,0,0,0,0,0,0,
3,61,139,46,36,46,46,396,30,197,53,69,66,78,30,48,29,53,68,31,47,40,41,61,61,31,8,27,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,62,139,46,35,46,46,436,28,207,54,51,58,64,31,51,29,55,69,31,48,41,38,60,62,31,8,28,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
3,60,142,46,33,46,46,413,30,205,54,59,66,60,31,52,29,55,76,31,48,41,40,60,62,31,8,28,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
2,59,140,53,30,53,48,357,29,324,74,54,66,70,33,49,31,64,69,33,52,48,39,58,68,33,10,32,2,3,3,2,4,2,1,0,0,1,0,0,0,0,1,0,1,
6,61,139,51,40,51,47,429,32,284,67,58,55,71,32,52,30,61,67,32,50,46,37,61,66,32,9,30,3,3,3,4,2,3,1,0,0,0,0,1,0,0,0,0,0,
5,59,141,48,38,48,46,390,31,227,58,70,70,76,31,45,29,57,69,31,49,42,38,63,63,31,8,29,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,62,141,48,30,48,47,402,28,238,60,52,65,69,31,53,30,58,70,32,49,43,41,65,64,32,9,29,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,
5,61,140,50,35,50,47,397,31,270,65,62,51,53,32,49,30,60,71,32,50,45,41,60,65,32,9,30,3,3,3,3,2,3,1,0,1,0,1,1,1,0,1,0,0,
3,60,139,50,31,50,47,359,31,274,66,55,62,64,32,53,30,60,60,32,50,45,38,58,65,32,9,30,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,58,141,55,31,55,49,366,30,355,79,60,55,52,34,54,32,70,71,34,54,53,39,61,71,34,11,34,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
2,61,139,53,32,53,48,415,31,324,74,65,54,62,33,48,31,64,72,33,52,48,42,61,68,33,10,32,3,3,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,
4,60,141,48,32,48,46,402,31,228,58,52,69,70,31,45,29,57,73,31,49,42,39,59,63,31,8,29,2,2,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,60,138,51,40,51,47,378,30,295,69,68,70,55,33,47,30,62,64,32,51,46,40,60,66,32,9,31,3,3,3,3,3,2,1,0,0,0,0,0,0,0,0,0,0,
3,61,140,47,33,47,46,361,29,209,55,64,65,57,31,54,29,55,75,31,48,41,40,59,62,31,8,28,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,58,140,48,36,48,46,382,32,226,58,64,61,62,31,54,29,57,68,31,49,42,42,61,63,31,8,29,2,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,
4,60,141,52,25,52,47,397,30,302,70,67,55,52,33,54,30,62,71,32,51,47,41,59,66,32,9,31,1,3,3,3,4,3,1,0,0,1,0,0,0,0,1,0,0,
5,58,140,51,37,51,47,352,30,281,67,66,53,76,32,52,30,61,70,32,50,46,40,62,65,32,9,30,3,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,61,139,47,31,47,46,351,29,222,57,65,54,61,31,45,29,56,65,31,49,42,40,60,63,31,8,29,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,60,140,54,26,54,49,435,30,349,78,58,52,50,34,50,32,68,69,34,53,51,39,58,70,34,11,33,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,
3,60,139,55,36,55,49,447,31,355,79,52,65,74,34,48,32,70,71,34,54,53,42,56,71,34,11,34,3,3,3,5,4,1,1,0,0,0,0,0,0,0,0,0,0,
4,60,139,49,25,49,47,352,28,257,63,64,62,57,32,47,30,59,79,32,50,44,44,61,64,32,9,30,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
2,61,140,52,36,52,47,384,31,300,70,58,66,77,33,47,30,62,68,32,51,47,39,60,66,32,9,31,2,3,3,3,4,2,1,0,0,1,0,0,0,0,0,0,0,
5,62,139,51,34,51,47,440,28,288,68,67,58,52,32,47,30,61,64,32,51,46,41,61,66,32,9,31,3,3,3,3,2,3,1,0,1,0,1,1,1,0,1,0,0,
2,61,139,46,34,46,46,409,28,197,53,65,63,64,30,54,29,53,74,31,47,40,39,58,61,31,8,27,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
2,59,140,49,37,49,47,372,31,249,62,69,54,59,32,52,30,59,72,32,49,44,43,60,64,32,9,29,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
4,60,139,48,37,48,46,372,29,231,58,52,62,69,31,54,29,57,71,31,49,43,42,59,63,31,8,29,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,61,141,51,29,51,47,424,30,282,67,55,66,57,32,48,30,61,70,32,50,46,44,59,66,32,9,30,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,
3,59,140,46,34,46,46,414,32,206,54,67,51,64,31,49,29,55,74,31,48,41,43,61,62,31,8,28,3,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,60,140,48,35,48,46,421,29,229,58,60,59,61,31,48,29,57,70,31,49,43,39,61,63,31,8,29,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
5,61,140,51,39,51,47,375,31,285,67,70,68,54,32,47,30,61,73,32,50,46,40,57,66,32,9,30,2,3,3,3,2,3,1,0,1,1,1,1,1,0,1,0,0,
6,60,140,52,31,52,47,413,30,304,71,63,68,69,33,46,30,62,76,32,51,47,41,60,66,32,9,31,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,
6,60,141,50,27,50,47,351,31,275,66,61,70,62,32,46,30,60,73,32,50,45,38,62,65,32,9,30,2,3,3,4,2,3,1,0,0,1,0,1,0,0,1,0,0,
5,61,140,47,34,47,46,413,31,213,55,67,59,56,31,52,29,55,70,31,48,41,38,60,62,31,8,28,3,2,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,
4,61,139,45,30,45,45,392,30,185,51,51,51,60,30,48,28,50,70,30,46,37,38,59,59,30,7,26,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,61,140,50,34,50,47,404,32,268,65,69,69,56,32,47,30,60,67,32,50,45,39,59,65,32,9,30,2,2,2,4,3,3,1,0,0,1,0,1,1,0,1,0,1,
3,56,142,45,27,45,45,432,30,186,51,67,67,61,30,48,28,51,66,30,46,38,42,62,59,30,7,26,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,60,140,52,37,52,48,421,30,308,71,60,69,69,33,53,31,63,69,33,51,47,39,60,67,33,10,31,2,3,3,3,4,3,1,0,0,1,0,0,0,0,0,0,0,
5,59,141,51,26,51,47,375,31,292,69,58,62,66,32,48,30,62,72,32,51,46,40,60,66,32,9,31,3,3,3,4,2,3,1,0,0,0,0,1,0,0,0,0,0,
3,58,139,46,25,46,46,378,29,203,54,58,65,52,31,52,29,54,68,31,48,40,44,61,62,31,8,28,4,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
4,60,140,49,39,49,47,412,30,243,61,54,57,60,31,49,30,58,69,32,49,43,42,61,64,32,9,29,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,60,140,53,33,53,48,382,30,330,75,65,57,59,33,49,31,65,76,33,52,49,40,61,68,33,10,32,3,3,3,4,4,2,1,0,0,0,0,0,0,0,0,0,0,
4,60,142,54,36,54,48,394,31,347,78,55,67,56,34,54,31,67,67,33,53,51,40,60,69,33,10,33,2,3,3,5,4,2,1,0,0,1,0,0,0,0,0,0,0,
3,58,139,46,28,46,46,356,28,194,52,60,58,64,30,53,29,53,78,31,47,39,42,63,61,31,8,27,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,
5,59,140,51,32,51,47,378,31,287,68,66,57,54,32,48,30,61,65,32,50,46,40,59,66,32,9,30,3,3,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
4,61,141,49,33,49,47,385,29,245,61,56,59,67,31,47,30,58,67,32,49,44,40,61,64,32,9,29,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
4,61,140,45,33,45,44,377,31,180,50,69,68,73,30,47,27,43,64,29,43,32,38,62,55,29,6,23,2,1,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,61,141,54,34,54,49,422,31,350,78,62,68,57,34,47,32,68,63,34,53,51,39,58,70,34,11,33,3,3,3,5,4,2,1,0,0,0,0,0,0,0,0,0,0,
2,58,139,49,30,49,47,445,30,248,61,53,50,67,32,45,30,58,66,32,49,44,42,58,64,32,9,29,3,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,
5,58,140,53,31,53,48,395,30,324,74,68,55,69,33,52,31,64,72,33,52,48,40,61,68,33,10,32,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,
5,61,139,50,31,50,47,387,30,269,65,50,64,66,32,46,30,60,66,32,50,45,38,61,65,32,9,30,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,
3,59,140,51,38,51,47,400,30,288,68,57,64,51,32,45,30,61,68,32,51,46,39,61,66,32,9,31,2,3,3,3,3,3,1,0,0,1,0,0,0,0,1,0,0,
4,59,140,52,39,52,47,359,28,299,70,54,57,60,33,52,30,62,65,32,51,47,39,60,66,32,9,31,2,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,
6,59,141,46,37,46,46,357,30,207,54,54,69,60,31,51,29,55,74,31,48,41,39,60,62,31,8,28,3,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,
3,60,141,45,29,45,44,385,31,181,50,67,58,62,30,51,27,47,72,29,45,35,39,59,57,29,6,25,2,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,
3,60,140,45,25,45,45,395,30,183,51,54,70,72,30,45,28,50,72,30,46,37,38,59,59,30,7,26,3,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
